Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	380822_cold	380823_cold	380824_warm	380825_warm	380822_cold_log	380823_cold_log	380824_warm_log	380825_warm_log
TRINITY_DN4370_c0_g1_i2	1033.18792	0.6255011	0.165643582	3.776186765	0.000159248	0.006482569	722	732	1454	1412	2.859138297	2.865103975	3.162862993	3.150142162
TRINITY_DN4377_c0_g1_i1	2061.122258	1.466253661	0.361725404	4.053499267	5.05E-05	0.002744869	1305	661	3992	2952	3.115943177	2.820857989	3.60129931	3.470263447
TRINITY_DN4398_c0_g1_i1	3502.848949	-0.46892879	0.124575087	-3.764226079	0.000167066	0.006754872	3722	3557	3517	3206	3.570893036	3.551205944	3.546295835	3.50609896
TRINITY_DN4467_c0_g1_i1	1217.047646	-0.544856082	0.185796277	-2.93254575	0.003361954	0.048244441	1396	1190	1208	1058	3.145196406	3.075911761	3.082426301	3.02489596
TRINITY_DN453_c0_g1_i6	518.3845827	-0.838666874	0.246084041	-3.408050642	0.000654288	0.016046133	662	529	431	419	2.821513528	2.72427587	2.635483747	2.62324929
TRINITY_DN456_c2_g1_i13	1278.125159	0.532540179	0.165196477	3.223677573	0.001265558	0.024829834	899	970	1793	1664	2.954242509	2.98721923	3.253822439	3.221414238
TRINITY_DN460_c0_g1_i2	164.0505529	-1.166169569	0.351725177	-3.315570357	0.000914563	0.02012039	198	208	113	118	2.298853076	2.320146286	2.056904851	2.075546961
TRINITY_DN464_c0_g1_i2	1797.91324	1.352264865	0.144515826	9.357209545	8.19E-21	1.22E-17	914	897	3103	2809	2.961421094	2.953276337	3.491921713	3.44870632
TRINITY_DN47_c0_g1_i9	162.6605881	2.67161283	0.873408296	3.058836104	0.002221987	0.036428407	42	37	96	535	1.633468456	1.579783597	1.986771734	2.72916479
TRINITY_DN4716_c0_g1_i1	1578.205225	-0.432741386	0.145062887	-2.983129559	0.002853172	0.043665935	1662	1583	1583	1489	3.220892249	3.199755177	3.199755177	3.173186268
TRINITY_DN4749_c0_g1_i2	124.522718	-3.74200862	0.887838439	-4.214740494	2.50E-05	0.001526931	335	82	29	11	2.526339277	1.919078092	1.477121255	1.079181246
TRINITY_DN4784_c0_g1_i1	2531.635315	-0.905566166	0.143316021	-6.318666659	2.64E-10	9.87E-08	3034	2874	1975	2050	3.482158695	3.458637849	3.29578694	3.31196566
TRINITY_DN48_c0_g1_i1	414.1559302	0.835658218	0.259652068	3.218376903	0.001289183	0.025046983	250	282	665	551	2.399673721	2.451786436	2.823474229	2.741939078
TRINITY_DN48_c20_g1_i2	32169.66356	-0.556171001	0.167894499	-3.312621931	0.000924258	0.020185261	36825	31743	27676	31732	4.566154549	4.50166165	4.442119014	4.501511132
TRINITY_DN4820_c0_g1_i1	1953.214882	-1.89106182	0.449512576	-4.206916384	2.59E-05	0.001564779	2553	2949	1407	512	3.407220893	3.469822016	3.148602655	2.710117365
TRINITY_DN4879_c0_g1_i1	1382.243944	-0.615791442	0.166365693	-3.701432853	0.000214385	0.007681929	1594	1401	1295	1202	3.202760687	3.146748014	3.112605002	3.080265627
TRINITY_DN4988_c0_g1_i1	1170.739381	-0.696102599	0.208345395	-3.341099041	0.000834474	0.019059143	1254	1336	1159	890	3.098643726	3.126131407	3.064457989	2.949877704
TRINITY_DN499_c0_g1_i1	702.3732765	0.665186244	0.188259578	3.533346093	0.000410335	0.011748537	482	490	1012	958	2.683947131	2.691081492	3.005609445	2.981818607
TRINITY_DN4994_c0_g1_i1	22101.98812	-0.421185018	0.141862797	-2.968960335	0.002988092	0.045153385	23610	21687	20593	22541	4.373114381	4.336219505	4.313740708	4.352992445
TRINITY_DN5008_c0_g1_i2	288.8207178	1.47550905	0.410562609	3.593870987	0.000325801	0.009747972	174	100	448	521	2.243038049	2.004321374	2.652246341	2.717670503
TRINITY_DN5112_c0_g1_i1	924.4283376	-0.695108945	0.219676368	-3.164240877	0.001554881	0.028453838	1135	912	782	830	3.055378331	2.960470778	2.893761762	2.919601024
TRINITY_DN515_c0_g1_i1	365.0331702	-1.006894239	0.344667032	-2.921353495	0.003485141	0.049440404	532	342	290	265	2.726727209	2.53529412	2.463892989	2.424881637
TRINITY_DN5214_c0_g1_i1	1896.854515	-0.570099115	0.171802496	-3.318340126	0.000905541	0.019995424	2194	1865	1721	1767	3.341434525	3.270911639	3.236033147	3.247482261
TRINITY_DN5237_c0_g2_i1	254.0683549	-1.426203479	0.293737528	-4.855366933	1.20E-06	0.000119844	352	311	159	156	2.547774705	2.494154594	2.204119983	2.195899652
TRINITY_DN527_c0_g1_i1	535.1583719	1.024458431	0.334367091	3.063873385	0.002184914	0.036217515	247	383	905	739	2.394451681	2.584331224	2.957128198	2.86923172
TRINITY_DN5356_c0_g1_i2	1936.058417	-0.602559287	0.17527584	-3.437777203	0.00058651	0.015062988	2293	1888	1806	1710	3.360593414	3.276231958	3.256958153	3.23325001
TRINITY_DN537_c0_g1_i4	269.5327062	1.902819145	0.515600166	3.690493663	0.000223819	0.007858848	131	73	350	615	2.120573931	1.86923172	2.545307116	2.789580712
TRINITY_DN541_c0_g1_i1	16900.5625	-0.797977247	0.230064638	-3.468491517	0.000523389	0.01385823	22443	16013	16143	12165	4.35110026	4.204499824	4.208011149	4.085147812
TRINITY_DN5454_c0_g1_i1	754.1955722	0.923984947	0.286816964	3.221514282	0.001275151	0.024855062	378	552	1185	1075	2.57863921	2.742725131	3.074084689	3.031812271
TRINITY_DN554_c0_g1_i2	1308.206215	-0.743554901	0.195325109	-3.806755337	0.000140802	0.005892019	1417	1513	1044	1188	3.151676231	3.180125875	3.01911629	3.075181855
TRINITY_DN555_c0_g1_i1	1087.257322	0.930781398	0.258613436	3.599122352	0.000319293	0.009601251	794	547	1740	1525	2.900367129	2.738780558	3.240798771	3.183554534
TRINITY_DN555_c0_g1_i2	1227.602237	-0.931898626	0.200042787	-4.658496503	3.19E-06	0.000288798	1593	1292	954	975	3.202488317	3.111598525	2.980003372	2.989449818
TRINITY_DN5581_c0_g1_i1	405.8977176	-0.755289819	0.258789922	-2.918544179	0.0035167	0.049749256	502	411	362	329	2.701567985	2.614897216	2.559906625	2.51851394
TRINITY_DN5595_c0_g1_i1	201.6901833	1.089168155	0.342231595	3.182547054	0.001459858	0.027384921	129	102	312	315	2.113943352	2.012837225	2.495544338	2.499687083
TRINITY_DN5596_c0_g2_i1	1667.880312	-0.782280699	0.244927555	-3.193926864	0.001403517	0.026494145	2210	1570	1329	1470	3.344588743	3.196176185	3.123851641	3.167612673
TRINITY_DN56_c0_g1_i14	5741.212703	0.92469245	0.241386872	3.830748713	0.000127754	0.005499852	2889	4188	8293	8877	3.460897843	3.62211036	3.918764031	3.948315141
TRINITY_DN56_c0_g1_i16	7840.4689	1.221833412	0.276572027	4.417776537	9.97E-06	0.0006859	3180	5221	12718	12371	3.502563669	3.717836867	4.104452967	4.092439911
TRINITY_DN560_c0_g1_i2	215.8344443	-1.356441051	0.334960459	-4.049555747	5.13E-05	0.002754237	309	247	137	140	2.491361694	2.394451681	2.139879086	2.149219113
TRINITY_DN5787_c0_g1_i1	1152.424308	-0.576607981	0.175755273	-3.280743557	0.001035338	0.021892101	1198	1270	1035	1078	3.078819183	3.104145551	3.015359755	3.033021445
TRINITY_DN58_c0_g1_i2	548.298668	1.170505049	0.229258477	5.10561296	3.30E-07	3.95E-05	326	278	925	813	2.514547753	2.445604203	2.966610987	2.910624405
TRINITY_DN5806_c0_g1_i1	3011.779744	2.796339421	0.241531458	11.57753713	5.36E-31	3.21E-27	775	583	7020	5064	2.889861721	2.766412847	3.846398973	3.70457945
TRINITY_DN5813_c0_g1_i1	125.0557511	1.546205616	0.461715056	3.348830838	0.000811533	0.018749865	47	67	238	189	1.681241237	1.832508913	2.378397901	2.278753601
TRINITY_DN5910_c0_g1_i1	165.4210251	-3.661601543	0.893710226	-4.097079162	4.18E-05	0.002384458	457	95	41	15	2.660865478	1.982271233	1.62324929	1.204119983
TRINITY_DN609_c2_g2_i1	1267.321993	0.553250739	0.164932332	3.354410449	0.000795343	0.018452309	917	921	1691	1752	2.962842681	2.964730921	3.228400359	3.243781916
TRINITY_DN610_c0_g1_i4	281.5568429	1.109606131	0.326461445	3.398888742	0.000676602	0.016427816	153	166	513	370	2.187520721	2.222716471	2.710963119	2.56937391
TRINITY_DN6111_c0_g1_i1	1291.059384	0.598114775	0.202562427	2.952742938	0.003149641	0.046652112	859	978	1971	1592	2.934498451	2.990782692	3.294906911	3.202215776
TRINITY_DN6129_c1_g1_i1	4139.314884	-0.427341777	0.123623392	-3.456803524	0.000546623	0.014346462	4388	4110	4070	4000	3.642365581	3.613947477	3.609701102	3.602168551
TRINITY_DN6190_c0_g1_i1	34975.49053	-0.382912371	0.130152193	-2.94203549	0.003260626	0.047589228	36320	34535	33411	35902	4.560157797	4.538272036	4.523902473	4.555130739
TRINITY_DN6234_c0_g1_i1	357.4370718	1.304779085	0.290701061	4.488387764	7.18E-06	0.000530169	210	159	583	580	2.324282455	2.204119983	2.766412847	2.764176132
TRINITY_DN630_c0_g1_i1	1369.459995	-0.657733451	0.179868718	-3.656741749	0.000255442	0.008398692	1535	1465	1150	1275	3.186391216	3.16613397	3.061075324	3.105850674
TRINITY_DN6305_c0_g1_i4	7540.785413	-0.789915841	0.138965189	-5.684271323	1.31E-08	3.02E-06	9205	7904	6477	6160	3.964070971	3.897901874	3.811440944	3.789651209
TRINITY_DN633_c0_g1_i1	1925.318159	-0.603515267	0.14785859	-4.081705814	4.47E-05	0.002523801	2173	1984	1834	1663	3.33725954	3.297760511	3.263636069	3.221153322
TRINITY_DN6344_c0_g3_i1	238.5535657	-1.021379843	0.290504031	-3.515888714	0.000438285	0.012371205	290	282	183	177	2.463892989	2.451786436	2.264817823	2.250420002
TRINITY_DN6438_c0_g1_i1	1262.324841	0.649527899	0.185072823	3.509580111	0.000448815	0.012491665	838	920	1917	1614	2.923761961	2.96425963	3.282848603	3.208172527
TRINITY_DN6454_c0_g1_i2	807.7583605	0.803008577	0.258686736	3.104173753	0.001908112	0.03319228	570	484	1376	981	2.756636108	2.685741739	3.13893394	2.992111488
TRINITY_DN65_c0_g1_i1	741.3434816	1.268809931	0.193263545	6.565179834	5.20E-11	2.22E-08	382	396	1268	1130	2.583198774	2.598790507	3.103461622	3.053462605
TRINITY_DN656_c0_g1_i10	154.5899932	1.147035946	0.368316952	3.114263244	0.001844049	0.032171394	80	92	249	238	1.908485019	1.968482949	2.397940009	2.378397901
TRINITY_DN6608_c0_g1_i4	294.7355158	-0.892717745	0.295225829	-3.023847023	0.002495826	0.039615446	372	314	224	247	2.571708832	2.498310554	2.352182518	2.394451681
TRINITY_DN671_c0_g1_i23	536.1335684	1.071228114	0.291201077	3.678654367	0.000234468	0.007971904	273	345	749	907	2.437750563	2.539076099	2.875061263	2.958085849
TRINITY_DN675_c0_g2_i1	364.7603812	-1.049021699	0.324966579	-3.228091034	0.001246193	0.024530327	444	436	227	314	2.648360011	2.640481437	2.357934847	2.498310554
TRINITY_DN6753_c0_g1_i10	3558.023073	-1.648192266	0.191689066	-8.59825913	8.09E-18	9.69E-15	4612	5037	1785	2139	3.663983455	3.702258163	3.251881455	3.330413773
TRINITY_DN6753_c0_g1_i11	307.6121378	-1.715887071	0.311304297	-5.511928647	3.55E-08	6.44E-06	372	471	162	166	2.571708832	2.673941999	2.212187604	2.222716471
TRINITY_DN6753_c0_g1_i3	1074.908896	0.881815125	0.212761648	4.144615041	3.40E-05	0.001958523	610	742	1565	1618	2.78604121	2.870988814	3.194791758	3.209246849
TRINITY_DN6753_c0_g1_i9	726.0365704	-5.167066009	1.389163409	-3.71955234	0.000199576	0.007549001	945	1577	8	80	2.975891136	3.198106999	0.954242509	1.908485019
TRINITY_DN694_c0_g1_i1	2448.281937	-0.500729413	0.166316015	-3.010710736	0.00260637	0.041043471	2769	2368	2268	2363	3.442479769	3.374565061	3.355834496	3.373647472
TRINITY_DN7024_c0_g1_i9	21559.6355	-0.924281143	0.211456455	-4.371023545	1.24E-05	0.000813202	21351	29106	18384	15690	4.329438561	4.463997446	4.264463634	4.195650622
TRINITY_DN7091_c0_g1_i2	422.5825337	-0.981896014	0.32231758	-3.046361959	0.002316288	0.037710509	565	440	280	367	2.752816431	2.644438589	2.44870632	2.565847819
TRINITY_DN7209_c0_g1_i2	29966.12511	-0.391501678	0.113507547	-3.449124632	0.000562407	0.014632364	30066	30777	29415	29816	4.478090098	4.488240395	4.468583617	4.474463945
TRINITY_DN721_c2_g1_i1	1946.719195	0.58025164	0.167838098	3.45721054	0.000545798	0.014346462	1506	1288	2640	2690	3.178113252	3.110252917	3.421768401	3.429913698
TRINITY_DN726_c0_g1_i2	347.1991477	2.643659139	0.500580066	5.281191402	1.28E-07	1.79E-05	121	51	802	572	2.086359831	1.716003344	2.904715545	2.758154622
TRINITY_DN726_c0_g1_i3	780.3418932	1.049579315	0.186948189	5.614279132	1.97E-08	4.07E-06	475	435	1248	1159	2.677606953	2.639486489	3.096562438	3.064457989
TRINITY_DN7368_c0_g1_i1	138.222115	1.381497952	0.435512815	3.172117798	0.001513316	0.02794964	57	80	219	237	1.763427994	1.908485019	2.342422681	2.376576957
TRINITY_DN737_c0_g1_i4	2182.069271	1.407219287	0.326839392	4.305537581	1.67E-05	0.001060446	901	1234	2802	4398	2.955206538	3.091666958	3.447623098	3.643353962
TRINITY_DN7412_c0_g1_i3	2005.250379	-0.504433669	0.153075061	-3.295335405	0.000983043	0.021084328	2155	2055	2049	1748	3.333648757	3.31302311	3.311753861	3.242789809
TRINITY_DN746_c0_g1_i1	2389.964033	0.823663604	0.146461647	5.623749446	1.87E-08	3.99E-06	1497	1590	3700	3290	3.175511813	3.20167018	3.568319085	3.517327882
TRINITY_DN748_c0_g1_i1	5589.474244	-1.020311279	0.275377686	-3.705134193	0.000211279	0.007616221	5948	7436	5268	3221	3.774443969	3.871397781	3.721728199	3.508125536
TRINITY_DN75_c0_g1_i5	305.7259806	1.003356809	0.272418802	3.683140816	0.000230378	0.007957498	175	189	462	470	2.245512668	2.278753601	2.665580991	2.673020907
TRINITY_DN756_c0_g1_i1	9387.527224	0.656981678	0.176969396	3.712402781	0.000205301	0.007583461	6271	6762	14977	11371	3.79740605	3.830139387	4.175453826	4.055836851
TRINITY_DN771_c0_g1_i4	129.2956336	1.597177112	0.431698982	3.699747224	0.000215814	0.0076871	60	55	259	187	1.785329835	1.748188027	2.414973348	2.274157849
TRINITY_DN7726_c0_g1_i1	2455.44498	-0.480783141	0.164070286	-2.930348654	0.003385819	0.048470669	2786	2337	2368	2318	3.445136969	3.368844507	3.374565061	3.365300749
TRINITY_DN78_c0_g1_i1	385.0956929	1.080129282	0.305666015	3.533691122	0.0004098	0.011748537	192	250	562	631	2.285557309	2.399673721	2.750508395	2.800717078
TRINITY_DN78_c0_g1_i2	413.5853348	-1.498336753	0.407093804	-3.680568802	0.000232714	0.007957498	478	614	325	173	2.680335513	2.788875116	2.5132176	2.240549248
TRINITY_DN784_c0_g1_i2	170.1213949	1.138833651	0.358284254	3.178575779	0.001480005	0.02758988	87	103	274	261	1.944482672	2.017033339	2.439332694	2.418301291
TRINITY_DN791_c0_g1_i1	1602.434264	-0.785950624	0.215225184	-3.65175956	0.00026045	0.008470276	2066	1568	1317	1370	3.315340477	3.195622944	3.11991541	3.137037455
TRINITY_DN792_c0_g1_i11	145.2019073	-3.111136575	0.529027781	-5.880856712	4.08E-09	1.06E-06	302	165	38	31	2.481442629	2.220108088	1.591064607	1.505149978
TRINITY_DN792_c0_g1_i6	130.5066042	2.021888006	0.565998752	3.572248172	0.00035393	0.01038194	29	63	248	231	1.477121255	1.806179974	2.396199347	2.365487985
TRINITY_DN7996_c0_g1_i1	496.4046056	-0.700722153	0.218296454	-3.209956647	0.00132755	0.02529955	564	536	428	436	2.752048448	2.729974286	2.632457292	2.640481437
TRINITY_DN802_c0_g1_i1	1463.693285	-0.556399817	0.152940111	-3.638024146	0.000274738	0.008698573	1623	1496	1380	1329	3.210586025	3.1752218	3.140193679	3.123851641
TRINITY_DN815_c0_g1_i1	594.6787095	0.861277965	0.212740723	4.048486595	5.15E-05	0.002754237	404	352	897	857	2.607455023	2.547774705	2.953276337	2.933487288
TRINITY_DN824_c0_g1_i2	1177.357669	-0.974554058	0.240365401	-4.054468959	5.02E-05	0.002744869	1595	1201	1011	809	3.203032887	3.079904468	3.005180513	2.908485019
TRINITY_DN83_c0_g2_i2	169.4866874	1.480792493	0.399582179	3.705852191	0.000210681	0.007616221	79	81	339	234	1.903089987	1.913813852	2.531478917	2.371067862
TRINITY_DN8327_c3_g1_i1	528.058861	-0.978696484	0.210926115	-4.639996732	3.48E-06	0.000306605	649	605	418	395	2.812913357	2.782472624	2.622214023	2.597695186
TRINITY_DN8361_c1_g1_i1	3118.489202	-0.839649067	0.221005036	-3.799230466	0.000145146	0.005990028	4114	3055	2395	2706	3.61436984	3.48515335	3.379486814	3.432488256
TRINITY_DN8565_c0_g1_i1	2002.264983	1.179556849	0.304530266	3.873364923	0.000107343	0.00497938	1400	800	3286	3068	3.146438135	2.903632516	3.516799704	3.486996888
TRINITY_DN8565_c0_g1_i2	1540.544571	0.977750289	0.272972627	3.581862034	0.000341154	0.010056479	1119	741	2185	2477	3.049218023	2.870403905	3.339650158	3.394101302
TRINITY_DN8565_c0_g1_i3	2052.179943	0.858676931	0.173235107	4.956714298	7.17E-07	7.66E-05	1400	1212	2918	3122	3.146438135	3.083860801	3.465234095	3.494571984
TRINITY_DN8565_c0_g1_i4	1772.934725	1.585055598	0.435646295	3.63840027	0.000274337	0.008698573	1119	473	3678	2432	3.049218023	2.675778342	3.565729788	3.386142109
TRINITY_DN864_c0_g5_i1	226.0175528	-0.944134931	0.315360856	-2.993824101	0.002755047	0.042490214	252	280	192	162	2.403120521	2.44870632	2.285557309	2.212187604
TRINITY_DN874_c1_g2_i2	370.803108	1.247613019	0.274056759	4.552389152	5.30E-06	0.000406913	181	212	647	548	2.260071388	2.328379603	2.811575006	2.739572344
TRINITY_DN8743_c0_g1_i2	1670.132766	-0.785227242	0.265708091	-2.955225186	0.003124409	0.04640658	2265	1524	1563	1248	3.355259906	3.183269844	3.194236749	3.096562438
TRINITY_DN8785_c0_g1_i3	998.6959175	-0.770529738	0.206060308	-3.739340901	0.000184503	0.007169274	1180	1074	786	898	3.072249898	3.031408464	2.895974732	2.953759692
TRINITY_DN8812_c0_g1_i2	966.6026612	-0.765495002	0.20987629	-3.647362934	0.000264946	0.008569915	1206	974	813	823	3.08170727	2.989004616	2.910624405	2.915927212
TRINITY_DN890_c0_g1_i1	419.0204495	-0.817273766	0.241083458	-3.390003502	0.000698917	0.016796471	502	455	339	354	2.701567985	2.658964843	2.531478917	2.550228353
TRINITY_DN891_c0_g1_i1	18944.58284	0.518769052	0.110879814	4.678660904	2.89E-06	0.000265832	14090	13781	27018	24051	4.148941815	4.139312246	4.431669271	4.381151195
TRINITY_DN897_c0_g2_i1	647.7963655	-0.818472881	0.221830311	-3.689635	0.000224576	0.007858848	780	700	508	562	2.892651034	2.845718018	2.706717782	2.750508395
TRINITY_DN8976_c0_g1_i1	234.4959687	1.328110351	0.328349991	4.044800939	5.24E-05	0.002773166	116	123	434	335	2.068185862	2.093421685	2.638489257	2.526339277
TRINITY_DN900_c0_g1_i2	2070.651676	0.479900528	0.158296579	3.031654456	0.002432175	0.038917264	1464	1629	2885	2633	3.165837625	3.212187604	3.460296327	3.420615771
TRINITY_DN915_c0_g1_i1	167.5771913	-4.092009921	0.815531702	-5.017597612	5.23E-07	5.80E-05	418	151	34	9	2.622214023	2.181843588	1.544068044	1
TRINITY_DN915_c0_g1_i2	203.1947663	-3.475911815	0.760682362	-4.569465505	4.89E-06	0.000386687	541	130	47	30	2.733999287	2.117271296	1.681241237	1.491361694
TRINITY_DN929_c0_g1_i3	475.9940726	-0.933443546	0.266774243	-3.499001756	0.000467004	0.012760498	610	509	422	328	2.78604121	2.707570176	2.626340367	2.517195898
TRINITY_DN933_c0_g1_i1	2926.467626	0.896412591	0.265145589	3.380831618	0.000722668	0.0171605	1497	2157	4986	3747	3.175511813	3.33405144	3.697839368	3.573799582
TRINITY_DN9354_c0_g1_i1	9309.502052	-1.140642965	0.250500212	-4.553461081	5.28E-06	0.000406913	13290	9663	5720	7509	4.123557658	3.985156921	3.757471948	3.875639937
TRINITY_DN947_c0_g1_i4	248.7901715	1.219956861	0.401448312	3.038889	0.002374523	0.038299588	108	159	467	332	2.037426498	2.204119983	2.670245853	2.522444234
TRINITY_DN948_c0_g1_i2	248.6273529	1.228292453	0.30529723	4.023267591	5.74E-05	0.002963599	123	143	411	386	2.093421685	2.158362492	2.614897216	2.587710965
TRINITY_DN95_c0_g1_i2	529.2602079	0.644841386	0.20967176	3.075480392	0.002101637	0.035525985	380	359	751	725	2.580924976	2.556302501	2.876217841	2.860936621
TRINITY_DN9528_c0_g1_i5	133.5596371	-1.543748754	0.383396921	-4.026502741	5.66E-05	0.002963599	184	172	80	76	2.267171728	2.238046103	1.908485019	1.886490725
TRINITY_DN972_c0_g1_i1	17278.34037	-0.457718852	0.138545933	-3.303733587	0.000954065	0.02067016	19316	16490	17461	15853	4.28593968	4.217246992	4.242093984	4.200138854
TRINITY_DN975_c0_g1_i1	263.4191643	1.062621404	0.301011184	3.530172496	0.000415289	0.011833754	140	165	425	390	2.149219113	2.220108088	2.629409599	2.592176757
TRINITY_DN983_c0_g1_i3	133.2281778	-10.69311304	1.535770986	-6.962700259	3.34E-12	2.22E-09	196	280	0	0	2.294466226	2.44870632	0	0
TRINITY_DN9946_c0_g1_i2	3191.14311	-0.793058871	0.213533564	-3.713977586	0.000204027	0.00758321	4014	3234	2414	2910	3.60368555	3.509874285	3.382917135	3.464042205
